date,region,client,categorie_produit,montant_vente,quantite
2024-10-12,Casablanca,Client_0056,Électronique,1371.31,3
2024-04-25,Marrakech,Client_0082,Maison,185.21,14
2024-09-20,Marrakech,Client_0128,Maison,432.09,16
2024-05-29,Rabat,Client_0012,Électronique,1358.35,18
2024-10-26,Agadir,Client_0154,Maison,462.3,10
2024-02-05,Tanger,Client_0197,Alimentaire,998.22,15
2024-11-28,Tanger,Client_0186,Mode,825.49,10
2024-10-13,Tanger,Client_0005,Alimentaire,914.68,1
2024-10-29,Casablanca,Client_0096,Électronique,652.89,19
2024-11-06,Tanger,Client_0093,Alimentaire,484.99,2
2024-07-26,Tanger,Client_0109,Électronique,120.37,13
2024-04-15,Rabat,Client_0150,Électronique,1129.21,16
2024-06-06,Marrakech,Client_0137,Maison,1131.84,8
2024-04-30,Tanger,Client_0050,Maison,1022.55,3
2024-02-24,Agadir,Client_0146,Électronique,983.27,19
2024-01-12,Tanger,Client_0050,Mode,403.39,14
2024-05-24,Casablanca,Client_0086,Mode,82.4,11
2024-05-15,Casablanca,Client_0067,Mode,1222.64,12
2024-01-03,Casablanca,Client_0083,Alimentaire,762.15,11
2024-05-23,Tanger,Client_0041,Électronique,494.92,11
2024-01-30,Rabat,Client_0056,Maison,197.8,18
2024-08-24,Agadir,Client_0195,Alimentaire,140.95,10
2024-10-05,Tanger,Client_0165,Alimentaire,555.86,16
2024-12-13,Rabat,Client_0061,Maison,1216.87,8
2024-04-24,Rabat,Client_0006,Électronique,1382.15,6
2024-04-13,Tanger,Client_0111,Alimentaire,1350.29,19
2024-04-27,Tanger,Client_0198,Électronique,1384.0,13
2024-01-05,Rabat,Client_0177,Électronique,1366.2,15
2024-12-25,Rabat,Client_0179,Électronique,814.48,13
2024-09-04,Rabat,Client_0025,Maison,368.15,1
2024-12-29,Tanger,Client_0153,Électronique,1207.17,2
2024-11-16,Rabat,Client_0018,Alimentaire,359.88,13
2024-04-30,Casablanca,Client_0008,Maison,437.45,2
2024-10-12,Tanger,Client_0060,Maison,388.22,11
2024-05-28,Casablanca,Client_0019,Alimentaire,796.72,13
2024-03-24,Marrakech,Client_0105,Maison,516.65,10
2024-08-18,Tanger,Client_0049,Alimentaire,273.53,15
2024-10-14,Marrakech,Client_0080,Mode,707.1,1
2024-06-09,Rabat,Client_0149,Alimentaire,1317.17,14
2024-09-28,Rabat,Client_0140,Maison,877.3,10
2024-02-07,Agadir,Client_0139,Alimentaire,1323.59,18
2024-08-13,Rabat,Client_0009,Mode,334.01,11
2024-05-21,Marrakech,Client_0064,Électronique,292.11,7
2024-10-18,Rabat,Client_0157,Électronique,884.59,15
2024-05-30,Tanger,Client_0007,Électronique,721.83,3
2024-04-23,Rabat,Client_0148,Maison,1007.25,2
2024-08-24,Agadir,Client_0021,Mode,1202.21,8
2024-03-06,Rabat,Client_0017,Alimentaire,1139.4,8
2024-12-26,Marrakech,Client_0193,Alimentaire,1416.28,11
2024-12-06,Marrakech,Client_0175,Alimentaire,627.47,16
2024-09-14,Rabat,Client_0171,Alimentaire,349.26,2
2024-09-05,Marrakech,Client_0008,Maison,848.82,5
2024-11-26,Marrakech,Client_0194,Maison,210.58,7
2024-11-18,Agadir,Client_0053,Mode,468.83,13
2024-06-28,Tanger,Client_0025,Alimentaire,351.44,2
2024-07-08,Agadir,Client_0093,Électronique,625.02,3
2024-06-02,Casablanca,Client_0099,Maison,211.26,9
2024-07-14,Agadir,Client_0025,Mode,96.17,10
2024-11-06,Rabat,Client_0033,Mode,1002.35,13
2024-09-18,Tanger,Client_0007,Maison,934.86,13
2024-05-22,Rabat,Client_0137,Électronique,1077.12,5
2024-12-07,Casablanca,Client_0047,Électronique,1007.56,7
2024-11-11,Tanger,Client_0182,Alimentaire,215.73,17
2024-04-10,Marrakech,Client_0106,Maison,472.06,15
2024-08-31,Agadir,Client_0053,Électronique,237.81,5
2024-01-12,Rabat,Client_0167,Maison,1272.31,7
2024-08-26,Casablanca,Client_0118,Mode,1133.01,2
2024-02-18,Marrakech,Client_0142,Mode,342.21,18
2024-02-11,Agadir,Client_0080,Mode,544.9,10
2024-06-14,Marrakech,Client_0145,Maison,1451.59,1
2024-03-22,Agadir,Client_0095,Alimentaire,911.53,14
2024-10-17,Tanger,Client_0101,Alimentaire,1211.68,19
2024-06-06,Marrakech,Client_0150,Électronique,433.66,16
2024-08-03,Marrakech,Client_0061,Maison,354.58,19
2024-06-06,Marrakech,Client_0045,Alimentaire,1186.68,6
2024-05-13,Tanger,Client_0086,Maison,1044.52,12
2024-03-07,Casablanca,Client_0098,Alimentaire,1037.42,3
2024-12-01,Agadir,Client_0038,Mode,851.32,7
2024-01-07,Marrakech,Client_0142,Mode,867.19,3
2024-01-14,Tanger,Client_0052,Électronique,1116.76,17
2024-03-13,Casablanca,Client_0191,Mode,441.5,15
2024-06-11,Agadir,Client_0190,Alimentaire,561.51,19
2024-03-06,Tanger,Client_0079,Électronique,1313.87,19
2024-12-12,Agadir,Client_0015,Électronique,497.85,11
2024-05-09,Marrakech,Client_0103,Mode,842.15,2
2024-07-24,Casablanca,Client_0069,Maison,1068.83,7
2024-10-02,Tanger,Client_0193,Mode,1499.89,19
2024-09-12,Casablanca,Client_0140,Mode,681.17,7
2024-09-22,Marrakech,Client_0107,Électronique,670.73,10
2024-01-25,Casablanca,Client_0046,Mode,1271.75,12
2024-10-07,Casablanca,Client_0008,Alimentaire,1217.98,18
2024-09-09,Rabat,Client_0190,Électronique,1110.06,6
2024-11-05,Casablanca,Client_0033,Mode,721.68,8
2024-10-15,Agadir,Client_0156,Maison,519.71,5
2024-06-12,Tanger,Client_0164,Alimentaire,932.66,3
2024-04-04,Rabat,Client_0170,Maison,1320.52,2
2024-09-26,Tanger,Client_0085,Alimentaire,1331.48,6
2024-11-16,Tanger,Client_0114,Maison,207.32,7
2024-04-19,Marrakech,Client_0063,Mode,671.11,8
2024-12-01,Marrakech,Client_0151,Alimentaire,723.85,4
2024-11-05,Rabat,Client_0198,Électronique,1467.54,12
2024-08-25,Marrakech,Client_0033,Électronique,1033.1,12
2024-01-25,Marrakech,Client_0175,Maison,640.51,17
2024-05-20,Marrakech,Client_0011,Maison,87.78,19
2024-04-26,Tanger,Client_0150,Maison,869.81,9
2024-01-25,Rabat,Client_0096,Alimentaire,189.31,12
2024-03-19,Tanger,Client_0120,Électronique,1259.95,17
2024-03-08,Agadir,Client_0140,Mode,1141.15,10
2024-06-21,Tanger,Client_0086,Alimentaire,717.74,19
2024-01-12,Agadir,Client_0101,Maison,672.36,11
2024-10-14,Casablanca,Client_0095,Électronique,1351.14,13
2024-05-07,Casablanca,Client_0172,Maison,468.26,4
2024-04-05,Agadir,Client_0113,Mode,411.08,15
2024-04-01,Agadir,Client_0192,Mode,1411.84,12
2024-05-20,Tanger,Client_0046,Électronique,1223.41,10
2024-01-31,Agadir,Client_0057,Alimentaire,1239.91,7
2024-11-29,Rabat,Client_0132,Mode,333.03,2
2024-01-20,Casablanca,Client_0120,Mode,257.78,7
2024-05-25,Casablanca,Client_0117,Mode,87.74,8
2024-11-11,Agadir,Client_0004,Mode,393.71,19
2024-06-08,Marrakech,Client_0187,Maison,1172.58,6
2024-12-14,Marrakech,Client_0095,Maison,398.06,8
2024-02-12,Agadir,Client_0020,Alimentaire,1107.2,4
2024-09-10,Rabat,Client_0151,Électronique,415.27,9
2024-05-09,Marrakech,Client_0127,Électronique,623.17,5
2024-02-29,Agadir,Client_0123,Électronique,1475.59,6
2024-05-30,Rabat,Client_0145,Mode,404.98,19
2024-10-13,Rabat,Client_0020,Maison,595.74,12
2024-01-05,Tanger,Client_0053,Maison,486.58,5
2024-09-22,Rabat,Client_0137,Alimentaire,208.96,5
2024-12-10,Marrakech,Client_0151,Électronique,760.35,18
2024-05-09,Marrakech,Client_0103,Maison,599.1,6
2024-09-23,Agadir,Client_0110,Alimentaire,1057.59,9
2024-06-26,Agadir,Client_0115,Électronique,1235.51,11
2024-09-09,Rabat,Client_0187,Mode,839.16,14
2024-02-25,Casablanca,Client_0056,Maison,96.68,2
2024-03-23,Tanger,Client_0127,Maison,947.44,14
2024-04-08,Casablanca,Client_0150,Électronique,130.32,19
2024-05-28,Rabat,Client_0149,Mode,943.72,10
2024-11-24,Rabat,Client_0195,Mode,1043.29,5
2024-06-04,Casablanca,Client_0161,Maison,336.76,4
2024-07-08,Tanger,Client_0119,Électronique,1238.05,7
2024-09-19,Casablanca,Client_0069,Alimentaire,1371.07,13
2024-03-20,Agadir,Client_0155,Maison,1228.98,10
2024-09-08,Marrakech,Client_0094,Mode,492.41,10
2024-04-06,Agadir,Client_0098,Alimentaire,900.63,4
2024-09-16,Marrakech,Client_0166,Électronique,1376.48,16
2024-09-16,Rabat,Client_0041,Mode,514.96,15
2024-04-12,Tanger,Client_0150,Alimentaire,1239.04,11
2024-02-09,Casablanca,Client_0069,Maison,63.74,19
2024-09-29,Tanger,Client_0001,Mode,55.29,3
2024-04-10,Casablanca,Client_0151,Électronique,1151.58,15
2024-12-24,Agadir,Client_0144,Mode,1154.1,16
2024-11-03,Agadir,Client_0108,Maison,1194.02,14
2024-08-08,Casablanca,Client_0064,Électronique,1398.54,5
2024-11-03,Tanger,Client_0069,Maison,220.96,17
2024-05-03,Casablanca,Client_0068,Alimentaire,386.38,18
2024-08-18,Rabat,Client_0120,Mode,1360.4,19
2024-06-26,Agadir,Client_0108,Maison,306.99,1
2024-03-03,Rabat,Client_0059,Alimentaire,1039.23,9
2024-04-25,Agadir,Client_0177,Électronique,819.17,14
2024-07-09,Agadir,Client_0092,Électronique,170.63,11
2024-03-02,Marrakech,Client_0011,Alimentaire,463.63,2
2024-09-12,Rabat,Client_0102,Alimentaire,804.54,5
2024-01-07,Rabat,Client_0174,Électronique,1285.91,15
2024-06-03,Marrakech,Client_0194,Maison,1075.93,12
2024-04-01,Tanger,Client_0111,Alimentaire,951.73,14
2024-01-14,Rabat,Client_0064,Maison,769.25,11
2024-08-16,Casablanca,Client_0154,Électronique,483.09,9
2024-03-26,Marrakech,Client_0047,Maison,222.91,8
2024-05-12,Rabat,Client_0087,Maison,643.16,12
2024-07-01,Tanger,Client_0061,Alimentaire,91.35,3
2024-03-02,Rabat,Client_0043,Maison,356.03,15
2024-08-06,Agadir,Client_0146,Maison,677.1,8
2024-09-02,Casablanca,Client_0186,Maison,656.98,7
2024-08-17,Marrakech,Client_0135,Électronique,114.23,17
2024-03-19,Agadir,Client_0054,Électronique,904.14,12
2024-05-28,Tanger,Client_0107,Mode,847.04,18
2024-05-17,Agadir,Client_0046,Électronique,163.25,18
2024-11-09,Agadir,Client_0001,Électronique,1417.59,15
2024-03-05,Tanger,Client_0112,Mode,194.11,3
2024-01-13,Agadir,Client_0166,Mode,1289.51,19
2024-07-31,Marrakech,Client_0172,Alimentaire,50.45,15
2024-08-29,Rabat,Client_0159,Alimentaire,1329.31,16
2024-07-31,Agadir,Client_0192,Électronique,78.59,17
2024-06-29,Marrakech,Client_0165,Maison,1148.83,1
2024-12-03,Rabat,Client_0010,Alimentaire,574.45,11
2024-06-21,Rabat,Client_0137,Alimentaire,1120.41,6
2024-06-08,Agadir,Client_0111,Électronique,632.53,9
2024-06-12,Marrakech,Client_0186,Maison,152.82,16
2024-07-06,Agadir,Client_0089,Mode,1162.88,6
2024-07-09,Tanger,Client_0054,Mode,153.32,12
2024-11-03,Rabat,Client_0147,Électronique,1387.07,19
2024-09-12,Agadir,Client_0016,Électronique,123.91,13
2024-07-01,Rabat,Client_0067,Maison,745.02,13
2024-04-26,Marrakech,Client_0132,Électronique,1098.4,4
2024-10-08,Casablanca,Client_0187,Électronique,620.21,9
2024-07-14,Agadir,Client_0150,Électronique,364.99,14
2024-02-03,Agadir,Client_0173,Maison,1150.68,14
2024-02-21,Rabat,Client_0051,Électronique,1187.23,17
2024-04-21,Marrakech,Client_0137,Alimentaire,1387.91,5
2024-09-08,Tanger,Client_0173,Maison,595.44,19
2024-03-22,Marrakech,Client_0155,Alimentaire,784.07,2
2024-08-19,Agadir,Client_0096,Maison,576.54,13
2024-08-14,Tanger,Client_0170,Alimentaire,422.77,11
2024-08-20,Marrakech,Client_0153,Maison,1139.0,2
2024-08-08,Casablanca,Client_0182,Mode,542.5,1
2024-02-11,Rabat,Client_0047,Électronique,670.82,3
2024-01-21,Marrakech,Client_0028,Électronique,635.33,12
2024-02-11,Marrakech,Client_0026,Maison,1083.36,7
2024-04-22,Casablanca,Client_0145,Alimentaire,1380.8,1
2024-04-14,Agadir,Client_0103,Mode,1016.8,9
2024-07-10,Rabat,Client_0059,Alimentaire,733.79,18
2024-01-17,Marrakech,Client_0105,Électronique,1179.85,6
2024-04-29,Tanger,Client_0068,Électronique,979.41,9
2024-05-08,Marrakech,Client_0113,Alimentaire,137.89,8
2024-05-09,Rabat,Client_0020,Maison,188.71,18
2024-02-29,Marrakech,Client_0151,Maison,104.98,15
2024-02-17,Casablanca,Client_0101,Alimentaire,712.38,1
2024-01-29,Marrakech,Client_0130,Électronique,1247.49,14
2024-04-06,Marrakech,Client_0094,Alimentaire,503.97,18
2024-01-10,Tanger,Client_0189,Électronique,607.03,19
2024-08-29,Casablanca,Client_0104,Alimentaire,1368.74,19
2024-11-09,Casablanca,Client_0124,Maison,1263.51,10
2024-08-19,Marrakech,Client_0001,Mode,1014.32,6
2024-10-03,Tanger,Client_0065,Électronique,436.87,17
2024-10-10,Marrakech,Client_0112,Mode,219.71,14
2024-07-21,Marrakech,Client_0169,Maison,73.29,13
2024-09-03,Rabat,Client_0161,Alimentaire,205.17,8
2024-10-16,Rabat,Client_0041,Maison,474.26,10
2024-09-20,Tanger,Client_0019,Mode,850.1,9
2024-08-01,Agadir,Client_0096,Maison,142.8,5
2024-07-18,Rabat,Client_0067,Maison,247.53,4
2024-03-19,Agadir,Client_0172,Alimentaire,312.57,6
2024-12-08,Casablanca,Client_0074,Mode,966.37,6
2024-12-09,Rabat,Client_0124,Mode,942.9,13
2024-06-21,Rabat,Client_0169,Mode,848.61,4
2024-03-09,Tanger,Client_0046,Électronique,413.23,8
2024-03-27,Agadir,Client_0004,Maison,588.12,5
2024-04-10,Rabat,Client_0048,Mode,190.2,2
2024-01-08,Rabat,Client_0123,Maison,378.37,9
2024-11-28,Tanger,Client_0036,Alimentaire,1351.67,11
2024-07-18,Tanger,Client_0161,Alimentaire,1470.55,11
2024-03-27,Agadir,Client_0197,Électronique,989.11,7
2024-02-12,Casablanca,Client_0145,Électronique,1379.39,14
2024-04-18,Casablanca,Client_0018,Alimentaire,981.98,6
2024-05-31,Marrakech,Client_0039,Mode,98.13,4
2024-01-17,Rabat,Client_0016,Alimentaire,1495.31,6
2024-05-12,Agadir,Client_0187,Maison,193.48,3
2024-05-27,Rabat,Client_0098,Électronique,1039.83,6
2024-10-03,Agadir,Client_0092,Électronique,416.61,3
2024-08-19,Agadir,Client_0041,Alimentaire,618.37,1
2024-11-09,Agadir,Client_0122,Mode,986.6,18
2024-08-15,Rabat,Client_0106,Mode,682.91,4
2024-05-18,Tanger,Client_0071,Maison,413.29,6
2024-07-29,Rabat,Client_0064,Électronique,534.95,17
2024-01-28,Agadir,Client_0108,Alimentaire,545.24,18
2024-02-20,Marrakech,Client_0052,Alimentaire,1441.02,6
2024-09-17,Casablanca,Client_0134,Électronique,1207.99,2
2024-09-17,Agadir,Client_0132,Alimentaire,714.9,12
2024-12-15,Marrakech,Client_0023,Électronique,339.74,12
2024-12-17,Tanger,Client_0027,Mode,1225.97,4
2024-01-08,Agadir,Client_0061,Mode,277.91,16
2024-11-15,Marrakech,Client_0016,Alimentaire,355.17,10
2024-05-17,Agadir,Client_0019,Mode,580.72,10
2024-02-07,Rabat,Client_0002,Mode,1326.5,7
2024-04-20,Marrakech,Client_0164,Maison,241.09,14
2024-08-07,Rabat,Client_0142,Électronique,227.24,7
2024-12-02,Rabat,Client_0050,Électronique,766.26,12
2024-08-10,Marrakech,Client_0175,Alimentaire,450.8,11
2024-05-15,Casablanca,Client_0135,Électronique,874.66,17
2024-09-12,Marrakech,Client_0140,Maison,704.87,11
2024-12-25,Casablanca,Client_0175,Alimentaire,680.69,3
2024-11-24,Agadir,Client_0002,Alimentaire,212.36,19
2024-02-18,Agadir,Client_0192,Électronique,254.52,4
2024-10-18,Marrakech,Client_0072,Mode,1240.56,8
2024-11-19,Agadir,Client_0158,Mode,1334.53,14
2024-03-18,Tanger,Client_0104,Mode,390.29,14
2024-04-14,Rabat,Client_0117,Mode,214.52,16
2024-06-17,Rabat,Client_0153,Maison,127.45,15
2024-08-04,Casablanca,Client_0183,Alimentaire,932.03,12
2024-04-28,Agadir,Client_0033,Mode,1087.26,16
2024-07-08,Casablanca,Client_0136,Maison,590.57,19
2024-09-11,Rabat,Client_0061,Alimentaire,1035.53,5
2024-09-22,Rabat,Client_0119,Électronique,1083.79,12
2024-05-28,Agadir,Client_0114,Électronique,1406.25,5
2024-06-12,Tanger,Client_0012,Maison,144.07,10
2024-05-19,Tanger,Client_0068,Alimentaire,328.82,17
2024-12-12,Agadir,Client_0168,Mode,149.36,15
2024-09-14,Agadir,Client_0076,Alimentaire,1308.59,8
2024-09-25,Casablanca,Client_0000,Mode,1199.25,8
2024-06-29,Agadir,Client_0088,Maison,883.23,8
2024-06-08,Tanger,Client_0046,Mode,171.31,10
2024-12-16,Agadir,Client_0003,Maison,446.3,13
2024-10-14,Casablanca,Client_0190,Alimentaire,481.69,16
2024-10-14,Casablanca,Client_0179,Alimentaire,863.08,9
2024-08-13,Casablanca,Client_0009,Mode,424.16,16
2024-01-11,Casablanca,Client_0027,Alimentaire,155.79,10
2024-01-10,Marrakech,Client_0120,Mode,1109.61,3
2024-09-27,Agadir,Client_0125,Alimentaire,483.67,14
2024-09-29,Rabat,Client_0133,Électronique,705.94,13
2024-07-01,Agadir,Client_0154,Mode,235.12,4
2024-06-01,Marrakech,Client_0139,Maison,1213.7,4
2024-11-10,Casablanca,Client_0061,Électronique,870.02,6
2024-11-29,Marrakech,Client_0179,Maison,1357.3,19
2024-05-03,Tanger,Client_0175,Alimentaire,768.43,11
2024-04-23,Tanger,Client_0066,Électronique,1415.07,8
2024-10-04,Agadir,Client_0173,Alimentaire,1343.21,14
2024-07-31,Agadir,Client_0073,Mode,885.87,8
2024-06-20,Rabat,Client_0094,Maison,1404.15,14
2024-10-14,Rabat,Client_0142,Alimentaire,518.48,7
2024-06-22,Tanger,Client_0198,Maison,580.18,18
2024-04-22,Casablanca,Client_0035,Maison,115.94,12
2024-05-01,Marrakech,Client_0141,Alimentaire,904.34,14
2024-02-01,Rabat,Client_0111,Mode,1096.79,15
2024-08-09,Rabat,Client_0130,Maison,1171.6,18
2024-04-28,Casablanca,Client_0112,Alimentaire,267.23,12
2024-02-08,Casablanca,Client_0109,Mode,694.03,10
2024-09-24,Agadir,Client_0113,Alimentaire,306.45,12
2024-08-20,Marrakech,Client_0066,Mode,1010.08,8
2024-01-18,Casablanca,Client_0125,Maison,279.02,6
2024-05-28,Rabat,Client_0085,Électronique,1361.04,19
2024-05-28,Rabat,Client_0018,Alimentaire,384.42,1
2024-05-05,Tanger,Client_0181,Maison,472.53,13
2024-10-28,Casablanca,Client_0068,Alimentaire,1283.81,16
2024-12-25,Agadir,Client_0009,Alimentaire,714.78,18
2024-08-25,Marrakech,Client_0160,Mode,84.79,12
2024-05-14,Agadir,Client_0140,Alimentaire,767.15,5
2024-05-30,Rabat,Client_0127,Mode,172.59,13
2024-08-23,Agadir,Client_0098,Maison,1478.75,8
2024-08-11,Rabat,Client_0178,Alimentaire,902.76,6
2024-07-21,Rabat,Client_0031,Maison,421.97,3
2024-09-12,Rabat,Client_0111,Électronique,867.39,4
2024-03-26,Rabat,Client_0023,Maison,161.46,12
2024-05-29,Rabat,Client_0034,Alimentaire,1209.84,13
2024-08-22,Tanger,Client_0082,Électronique,1391.73,2
2024-12-10,Agadir,Client_0069,Mode,1317.94,19
2024-01-22,Tanger,Client_0167,Électronique,545.55,4
2024-12-13,Tanger,Client_0181,Alimentaire,522.36,13
2024-10-11,Casablanca,Client_0108,Alimentaire,100.88,19
2024-09-25,Casablanca,Client_0171,Maison,994.53,8
2024-09-14,Casablanca,Client_0189,Mode,825.61,8
2024-01-29,Marrakech,Client_0098,Alimentaire,716.05,16
2024-07-31,Casablanca,Client_0195,Alimentaire,1366.06,11
2024-10-09,Agadir,Client_0032,Mode,293.42,18
2024-02-19,Tanger,Client_0055,Mode,64.02,4
2024-04-04,Agadir,Client_0163,Maison,156.31,1
2024-03-28,Casablanca,Client_0181,Électronique,373.89,1
2024-02-13,Marrakech,Client_0146,Mode,98.26,14
2024-10-04,Marrakech,Client_0170,Alimentaire,779.12,4
2024-06-19,Tanger,Client_0011,Mode,505.43,11
2024-07-07,Agadir,Client_0010,Alimentaire,311.7,18
2024-12-18,Rabat,Client_0069,Maison,1137.62,16
2024-07-02,Agadir,Client_0139,Électronique,346.45,17
2024-01-03,Casablanca,Client_0040,Maison,1047.03,2
2024-07-09,Rabat,Client_0152,Mode,556.43,4
2024-04-27,Marrakech,Client_0105,Alimentaire,792.15,3
2024-01-19,Tanger,Client_0002,Mode,1404.11,15
2024-01-23,Tanger,Client_0002,Mode,104.16,2
2024-01-30,Marrakech,Client_0083,Mode,775.38,19
2024-10-21,Casablanca,Client_0155,Mode,1288.91,9
2024-04-17,Marrakech,Client_0150,Électronique,902.56,10
2024-10-07,Casablanca,Client_0175,Alimentaire,451.46,19
2024-05-07,Rabat,Client_0194,Mode,626.64,5
2024-08-16,Marrakech,Client_0169,Alimentaire,1036.39,14
2024-04-20,Casablanca,Client_0106,Électronique,1341.68,10
2024-05-15,Rabat,Client_0167,Alimentaire,109.55,16
2024-12-27,Marrakech,Client_0133,Alimentaire,153.73,6
2024-07-04,Tanger,Client_0019,Électronique,521.32,8
2024-05-23,Marrakech,Client_0138,Mode,387.53,2
2024-03-12,Agadir,Client_0095,Alimentaire,434.15,18
2024-05-08,Marrakech,Client_0123,Maison,370.84,8
2024-12-29,Agadir,Client_0154,Alimentaire,333.95,5
2024-09-17,Rabat,Client_0020,Mode,239.4,17
2024-01-03,Marrakech,Client_0113,Maison,1404.23,16
2024-04-13,Rabat,Client_0012,Mode,259.07,5
2024-08-11,Rabat,Client_0085,Alimentaire,346.39,17
2024-11-15,Casablanca,Client_0034,Électronique,407.09,4
2024-12-27,Rabat,Client_0046,Mode,1402.87,1
2024-12-19,Rabat,Client_0155,Mode,1145.79,6
2024-01-10,Marrakech,Client_0148,Électronique,1195.06,1
2024-10-28,Marrakech,Client_0145,Alimentaire,201.9,4
2024-08-18,Tanger,Client_0158,Mode,1262.65,2
2024-08-06,Casablanca,Client_0187,Alimentaire,641.88,13
2024-03-06,Rabat,Client_0124,Alimentaire,431.09,14
2024-04-21,Casablanca,Client_0109,Alimentaire,884.84,17
2024-01-13,Agadir,Client_0036,Électronique,1242.17,11
2024-03-26,Rabat,Client_0020,Alimentaire,1179.05,3
2024-08-21,Casablanca,Client_0013,Alimentaire,1340.5,7
2024-03-30,Tanger,Client_0090,Maison,1395.79,10
2024-11-09,Tanger,Client_0059,Maison,395.28,11
2024-02-23,Rabat,Client_0123,Maison,664.59,10
2024-01-12,Agadir,Client_0022,Mode,71.21,8
2024-07-27,Tanger,Client_0110,Mode,1325.02,5
2024-01-14,Tanger,Client_0123,Maison,274.13,2
2024-04-30,Agadir,Client_0156,Électronique,1299.14,15
2024-01-20,Casablanca,Client_0174,Électronique,527.61,16
2024-03-15,Tanger,Client_0029,Maison,583.79,4
2024-08-30,Marrakech,Client_0114,Mode,106.74,16
2024-08-10,Tanger,Client_0089,Mode,523.97,12
2024-03-10,Casablanca,Client_0037,Électronique,1338.13,14
2024-11-07,Casablanca,Client_0082,Alimentaire,87.04,12
2024-07-29,Rabat,Client_0026,Électronique,639.17,16
2024-04-10,Marrakech,Client_0103,Alimentaire,95.53,16
2024-07-04,Casablanca,Client_0115,Mode,587.84,12
2024-05-11,Agadir,Client_0014,Mode,300.33,2
2024-04-20,Marrakech,Client_0186,Maison,415.72,14
2024-05-11,Marrakech,Client_0002,Mode,1322.52,11
2024-01-20,Agadir,Client_0009,Alimentaire,682.27,9
2024-01-24,Tanger,Client_0119,Électronique,447.01,7
2024-08-14,Agadir,Client_0144,Maison,904.54,12
2024-06-02,Agadir,Client_0127,Alimentaire,256.06,17
2024-10-19,Tanger,Client_0010,Électronique,426.12,9
2024-08-17,Tanger,Client_0175,Électronique,842.06,6
2024-11-05,Tanger,Client_0132,Électronique,394.41,12
2024-12-24,Tanger,Client_0068,Mode,1034.74,10
2024-07-20,Tanger,Client_0063,Électronique,762.66,9
2024-02-07,Agadir,Client_0013,Mode,1169.38,12
2024-09-16,Rabat,Client_0049,Électronique,1424.95,1
2024-07-06,Rabat,Client_0153,Électronique,217.92,2
2024-02-26,Casablanca,Client_0071,Mode,535.26,19
2024-01-20,Rabat,Client_0068,Mode,513.35,1
2024-09-29,Rabat,Client_0134,Alimentaire,269.22,16
2024-04-28,Agadir,Client_0126,Électronique,1224.94,16
2024-03-11,Tanger,Client_0015,Mode,1151.82,18
2024-01-04,Tanger,Client_0182,Alimentaire,752.42,18
2024-08-08,Agadir,Client_0077,Alimentaire,829.77,13
2024-01-14,Rabat,Client_0100,Mode,136.34,12
2024-01-03,Agadir,Client_0055,Électronique,855.49,9
2024-08-03,Casablanca,Client_0104,Alimentaire,1197.45,5
2024-08-16,Tanger,Client_0131,Électronique,882.05,9
2024-12-01,Marrakech,Client_0047,Électronique,434.69,13
2024-07-04,Casablanca,Client_0016,Alimentaire,1017.94,16
2024-02-24,Casablanca,Client_0110,Mode,574.16,10
2024-09-10,Agadir,Client_0163,Électronique,840.07,16
2024-01-24,Rabat,Client_0069,Maison,756.97,14
2024-06-10,Tanger,Client_0079,Mode,602.7,2
2024-06-06,Marrakech,Client_0092,Alimentaire,1092.37,19
2024-03-22,Casablanca,Client_0037,Maison,1331.62,11
2024-06-07,Marrakech,Client_0100,Électronique,57.56,19
2024-07-06,Rabat,Client_0061,Mode,1403.74,11
2024-02-29,Rabat,Client_0120,Maison,791.7,14
2024-10-31,Marrakech,Client_0047,Mode,1066.06,15
2024-11-14,Tanger,Client_0009,Électronique,1290.66,7
2024-07-29,Rabat,Client_0035,Mode,727.3,15
2024-05-31,Marrakech,Client_0156,Maison,1260.71,8
2024-04-18,Casablanca,Client_0003,Mode,307.55,4
2024-03-16,Marrakech,Client_0043,Alimentaire,280.79,18
2024-01-30,Marrakech,Client_0055,Alimentaire,1003.33,14
2024-11-09,Agadir,Client_0041,Maison,1311.71,18
2024-04-26,Rabat,Client_0113,Mode,1344.02,4
2024-12-21,Tanger,Client_0140,Maison,983.42,2
2024-07-10,Tanger,Client_0173,Mode,811.96,6
2024-01-19,Agadir,Client_0160,Électronique,530.52,11
2024-06-21,Tanger,Client_0020,Alimentaire,1471.0,1
2024-08-15,Marrakech,Client_0078,Électronique,513.56,15
2024-12-15,Agadir,Client_0184,Mode,1129.07,12
2024-07-01,Casablanca,Client_0068,Électronique,821.37,18
2024-04-22,Rabat,Client_0069,Maison,932.34,5
2024-07-01,Rabat,Client_0066,Maison,620.55,11
2024-05-25,Rabat,Client_0047,Mode,1448.99,19
2024-11-14,Marrakech,Client_0160,Alimentaire,878.94,1
2024-04-25,Casablanca,Client_0035,Maison,1409.79,17
2024-04-22,Agadir,Client_0160,Alimentaire,61.01,8
2024-09-07,Agadir,Client_0158,Mode,880.37,16
2024-09-07,Rabat,Client_0148,Alimentaire,1089.92,11
2024-10-29,Casablanca,Client_0026,Mode,1130.37,19
2024-11-08,Casablanca,Client_0071,Électronique,1362.22,11
2024-04-27,Casablanca,Client_0100,Mode,56.38,15
